goods_id,goods_image,goods_name,goods_price,href,id,sales_volume,engName,chiName,Name,size
7EN,https://img.xinxinapp.net/community/imgs/20190614/dc1dbf7c2f69539a3661a606d54bd002_580x580.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 夏日光韵香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=NbyQ&goods_id=7EN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,NbyQ,0.0,DIOR,迪奥,夏日光韵香水,125.0
0BB,https://img.xinxinapp.net/community/imgs/20190614/36bca1e5aebfda6bd111b64c9555982f_615x615.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 丝丝花语香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=D5ze&goods_id=0BB&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,D5ze,0.0,DIOR,迪奥,丝丝花语香水,125.0
8dq,https://img.xinxinapp.net/community/imgs/20190614/0ce3727fe3d7c467687ddc6c5113baa7_621x621.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 倾慕之心香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=EvGE&goods_id=8dq&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,EvGE,0.0,DIOR,迪奥,倾慕之心香水,125.0
wek,https://img.xinxinapp.net/community/imgs/20190614/f48be0e2d36fe1d8b7b2d393201f8182_2000x2000.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 印香尊爵香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=dzVq&goods_id=wek&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,dzVq,0.0,DIOR,迪奥,印香尊爵香水,125.0
oz1,https://img.xinxinapp.net/community/imgs/20190614/743707679344c2690dff5a90d1618fe5_601x601.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 一九四七香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=p0Yw&goods_id=oz1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,p0Yw,0.0,DIOR,迪奥,一九四七香水,125.0
oz1,https://img.xinxinapp.net/community/imgs/20190626/63c299212ec5b072489117a11ab4f579_601x601.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 一九四七香水 450ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=kDaP&goods_id=oz1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,kDaP,0.0,DIOR,迪奥,一九四七香水,450.0
oz1,https://img.xinxinapp.net/community/imgs/20190626/e3090eab59aa7494dc65633a165524e4_601x601.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 一九四七香水 40ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1Lwm&goods_id=oz1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1Lwm,0.0,DIOR,迪奥,一九四七香水,40.0
oz1,https://img.xinxinapp.net/community/imgs/20190626/6eb901106eb2d9547f6a17ba6bdcd5cb_601x601.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 一九四七香水 250ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=AzLA&goods_id=oz1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,AzLA,0.0,DIOR,迪奥,一九四七香水,250.0
536,https://img.xinxinapp.net/community/imgs/20190612/c18e8dbafa1e54d7766afaee375b0168_694x694.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 清新之水男士古龙淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=7wkX&goods_id=536&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,7wkX,0.0,DIOR,迪奥,清新之水男士古龙淡香水,100.0
536,https://img.xinxinapp.net/community/imgs/20190612/a87fdd5e8d0b5bb1d04d7996d11fae51_694x694.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 清新之水男士古龙淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=0D9L&goods_id=536&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,0D9L,0.0,DIOR,迪奥,清新之水男士古龙淡香水,50.0
JeP,https://img.xinxinapp.net/community/imgs/20190611/9372646795f881de76306d1259593ac6_596x596.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 银影清木香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Rvxx&goods_id=JeP&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Rvxx,0.0,DIOR,迪奥,银影清木香水,125.0
aQJ,https://img.xinxinapp.net/community/imgs/20190611/67c0e0dfbd767c04639979f52cda2ffd_638x638.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 清新之水男士香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=oQr1&goods_id=aQJ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,oQr1,0.0,DIOR,迪奥,清新之水男士香水,50.0
pnw,https://img.xinxinapp.net/community/imgs/20190611/5e9eae257267d4fb7add594df14918cc_836x836.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 华氏温度男士香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=16X5&goods_id=pnw&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,16X5,0.0,DIOR,迪奥,华氏温度男士香水,100.0
NBY,https://img.xinxinapp.net/community/imgs/20190614/d5417f1c85cd5d693602ac4ba162cbf1_594x594.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 蒙田沙龙香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=G2bx&goods_id=NBY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,G2bx,0.0,DIOR,迪奥,蒙田沙龙香水,125.0
Dmk,https://img.xinxinapp.net/community/imgs/20190614/3dabaff32f02a2009dddac642dc1e286_625x626.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 蜜豆奇缘香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=OPoK&goods_id=Dmk&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,OPoK,0.0,DIOR,迪奥,蜜豆奇缘香水,125.0
Emb,https://img.xinxinapp.net/community/imgs/20190614/292a8656198aea4668d2b84196f41142_740x740.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,DIOR/迪奥 雾暖茶香香水 125ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=q7By&goods_id=Emb&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,q7By,0.0,DIOR,迪奥,雾暖茶香香水,125.0
oaqR,https://img.xinxinapp.net/community/imgs/20191120/cfd1cce6071ad28fccd517ebef47d23f_747x748.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Lost Cherry落樱甜情香水2019圣诞 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=qod5&goods_id=oaqR&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,qod5,0.0,TOM FORD,汤姆福特TF,Lost Cherry落樱甜情香水2019圣诞,100.0
db1,https://img.xinxinapp.net/community/imgs/20190612/dedb37fb2943ce619f3169437a4f8499_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 玫瑰黄金女神香水（玫香金漾） 25ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=rxZX&goods_id=db1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,rxZX,0.0,BVLGARI,宝格丽,玫瑰黄金女神香水（玫香金漾）,25.0
wX9,https://img.xinxinapp.net/community/imgs/20190621/ef3c032539f27aa729389dffc54d54bc_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 反转巴黎女士花溢香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=D8vK&goods_id=wX9&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,D8vK,21.0,YSL,圣罗兰,反转巴黎女士花溢香水,30.0
LQn,https://img.xinxinapp.net/community/imgs/20190614/940d2f3ca5cea7185aefe3ccb573ffa5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 小黑裙淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1Ozn&goods_id=LQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1Ozn,3.0,GUERLAIN,娇兰,小黑裙淡香水,100.0
xAb,https://img.xinxinapp.net/community/imgs/20190614/42034f22c54988e5fda23cac08dcc38a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 我的娇兰花舞飞扬花之印记女士香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=8QbK&goods_id=xAb&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,8QbK,0.0,GUERLAIN,娇兰,我的娇兰花舞飞扬花之印记女士香水,50.0
lYQ,https://img.xinxinapp.net/community/imgs/20190617/112d6fa56b7470ba958af550cba1091d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 地中海花园香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=DrPr&goods_id=lYQ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,DrPr,0.0,HERMÈS,爱马仕,地中海花园香水,50.0
db1,https://img.xinxinapp.net/community/imgs/20190612/f8f2c52b97f6db2b2ab67ee257112dde_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 玫瑰黄金女神香水（玫香金漾） 90ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2VBv&goods_id=db1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2VBv,0.0,BVLGARI,宝格丽,玫瑰黄金女神香水（玫香金漾）,90.0
ZPG,https://img.xinxinapp.net/community/imgs/20190614/1091db93ddf487225d81b19d2992bb93_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Victoria's Secret/维多利亚的秘密 经典性感炸弹香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=7kGg&goods_id=ZPG&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,7kGg,4.0,Victoria's Secret,维多利亚的秘密,经典性感炸弹香水,50.0
gqr,https://img.xinxinapp.net/community/imgs/20190617/e2956537caa3927f5880a571848a3913_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 大地馥郁香根草香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=9Qwz&goods_id=gqr&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,9Qwz,0.0,HERMÈS,爱马仕,大地馥郁香根草香水,50.0
LoB,https://img.xinxinapp.net/community/imgs/20190612/ec7cd9688297abb952518b68f5f3081d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Charms 甜心魔力（梦中情人）香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2yxZ&goods_id=LoB&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2yxZ,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Charms 甜心魔力（梦中情人）香水,100.0
xAb,https://img.xinxinapp.net/community/imgs/20190614/43b9b868c97b98df1fcfaf74b8d8f9f7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 我的娇兰花舞飞扬花之印记女士香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=0pKx&goods_id=xAb&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,0pKx,0.0,GUERLAIN,娇兰,我的娇兰花舞飞扬花之印记女士香水,100.0
JLd,https://img.xinxinapp.net/community/imgs/20190610/00aae27f6e578983d9dd93e60913789d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 花舞轻盈（紫晶）纯香女士香水 25ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ALnG&goods_id=JLd&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ALnG,8.0,BVLGARI,宝格丽,花舞轻盈（紫晶）纯香女士香水,25.0
rlA,https://img.xinxinapp.net/community/imgs/20190617/d122b7d13bd7af8b9343669da1be3b66_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Calvin Klein/卡文克莱 Free 自由男士香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=qx2&goods_id=rlA&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,qx2,19.0,Calvin Klein,卡文克莱,Free 自由男士香水,30.0
rlA,https://img.xinxinapp.net/community/imgs/20190617/f6d8f67c59e68745a381937f003a2eeb_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Calvin Klein/卡文克莱 Free 自由男士香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=ODG&goods_id=rlA&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,ODG,19.0,Calvin Klein,卡文克莱,Free 自由男士香水,50.0
gQn,https://img.xinxinapp.net/community/imgs/20190611/840fef193c5ca9ec056829965d334332_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 五号低调奢华版香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=65o2&goods_id=gQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,65o2,0.0,CHANEL,香奈儿,五号低调奢华版香水,50.0
gQn,https://img.xinxinapp.net/community/imgs/20190611/d891c597d2fcaa9d380bf7eb3d2c9f54_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 五号低调奢华版香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Qx10&goods_id=gQn&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Qx10,0.0,CHANEL,香奈儿,五号低调奢华版香水,100.0
ZPG,https://img.xinxinapp.net/community/imgs/20190614/8c128da8859de827bfdf947ca3361014_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Victoria's Secret/维多利亚的秘密 经典性感炸弹香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=bd1O&goods_id=ZPG&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,bd1O,4.0,Victoria's Secret,维多利亚的秘密,经典性感炸弹香水,100.0
rrl,https://img.xinxinapp.net/community/imgs/20190612/c752cd794991dba469c0c052d3c2f9bc_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 暗夜男士香水 60ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=PGL8&goods_id=rrl&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,PGL8,0.0,YSL,圣罗兰,暗夜男士香水,60.0
rrl,https://img.xinxinapp.net/community/imgs/20190612/59fa25cadb1d03354db7ae3c40cfb5dd_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,YSL/圣罗兰 暗夜男士香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=bemE&goods_id=rrl&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,bemE,0.0,YSL,圣罗兰,暗夜男士香水,100.0
3El,https://img.xinxinapp.net/community/imgs/20190613/3f6cc8a720bf0ede1c5260e90963f190_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,PARMA/帕尔马 蓝色地中海淡香水（桃金娘加州桂） 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=VQQ7&goods_id=3El&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,VQQ7,0.0,PARMA,帕尔马,蓝色地中海淡香水（桃金娘加州桂）,75.0
w9J,https://img.xinxinapp.net/community/imgs/20190612/e74657686e0b64d06c94490ca48d5cda_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Miu Miu/缪缪 滢蓝（蓝色之水）香水 20ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1Gz5&goods_id=w9J&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1Gz5,7.0,Miu Miu,缪缪,滢蓝（蓝色之水）香水,20.0
wd9,https://img.xinxinapp.net/community/imgs/20190612/53ffeac8280bc458ff52be95d4070d1e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,KENZO/高田贤三 花样年华淡香水(一枝花) 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=GGDm&goods_id=wd9&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,GGDm,0.0,KENZO,高田贤三,花样年华淡香水(一枝花),50.0
V1e,https://img.xinxinapp.net/community/imgs/20190613/c01c28b89c402a60d80493ce07418b97_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=5Eqg&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,5Eqg,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰）,75.0
Pgy,https://img.xinxinapp.net/community/imgs/20190614/4650c91157ed86d780a68d3b23858218_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 Pera Granita 花草水语初夏沁梨香水（夏日梨沙冰） 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=G2YE&goods_id=Pgy&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,G2YE,0.0,GUERLAIN,娇兰,Pera Granita 花草水语初夏沁梨香水（夏日梨沙冰）,75.0
PPp,https://img.xinxinapp.net/community/imgs/20190614/f813b8deccf5508ea2db4540afa547b7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 美丽人生香水 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=pBY&goods_id=PPp&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,pBY,0.0,LANCÔME,兰蔻,美丽人生香水,75.0
wd9,https://img.xinxinapp.net/community/imgs/20190612/cf4da3152e00a2f7a46b40eff833a83d_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,KENZO/高田贤三 花样年华淡香水(一枝花) 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=3o0g&goods_id=wd9&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,3o0g,0.0,KENZO,高田贤三,花样年华淡香水(一枝花),100.0
lYQ,https://img.xinxinapp.net/community/imgs/20190617/e68ccf5e5857f82fe1ac5e052ce512fd_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 地中海花园香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=N7N0&goods_id=lYQ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,N7N0,0.0,HERMÈS,爱马仕,地中海花园香水,30.0
lYQ,https://img.xinxinapp.net/community/imgs/20190617/66bb3dc0bd6a1576f3da9840ee34eb6f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 地中海花园香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Eo51&goods_id=lYQ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Eo51,0.0,HERMÈS,爱马仕,地中海花园香水,100.0
lYQ,https://img.xinxinapp.net/community/imgs/20190612/63ea3494153a626138e03943aeac7e06_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 地中海花园香水 15ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=n7dN&goods_id=lYQ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,n7dN,0.0,HERMÈS,爱马仕,地中海花园香水,15.0
vVB,https://img.xinxinapp.net/community/imgs/20190612/d0e0b9239b0182387dee5b48c2d4e062_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 珍爱午夜玫瑰香水 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=O1ZP&goods_id=vVB&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,O1ZP,0.0,LANCÔME,兰蔻,珍爱午夜玫瑰香水,75.0
xAb,https://img.xinxinapp.net/community/imgs/20190614/2d1ec19ce87aa90ba91fdc138f7632ea_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 我的娇兰花舞飞扬花之印记女士香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=w28b&goods_id=xAb&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,w28b,0.0,GUERLAIN,娇兰,我的娇兰花舞飞扬花之印记女士香水,30.0
V1e,https://img.xinxinapp.net/community/imgs/20190614/cdb51e878fccb235bade4d434eeeb9a7_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水橙花伊甸园/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=G2LL&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,G2LL,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水橙花伊甸园,75.0
V1e,https://img.xinxinapp.net/community/imgs/20190613/40146dc835833a81e778eca43321cf13_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水柑橘绿茶/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Bbay&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Bbay,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水柑橘绿茶,75.0
V1e,https://img.xinxinapp.net/community/imgs/20190614/4a2d6d578cb0c3f175db2577d568423a_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水柑橘罗勒/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=31KX&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,31KX,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水柑橘罗勒,75.0
